City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,hun,29.1268,15.9477,73.36,51,31,12.88,LY,1696280309
365,menaka,15.9182,2.4022,95.2,27,29,9.44,ML,1696280310
366,behat,30.1667,77.6167,68.95,53,0,2.89,IN,1696280311
367,nar'yan-mar,67.6713,53.087,39.11,78,58,21.0,RU,1696280311
368,shingu,33.7333,135.9833,61.29,66,90,5.44,JP,1696280312
369,antofagasta,-23.65,-70.4,61.88,77,46,10.85,CL,1696280312
370,tammela,60.8104,23.7682,53.76,96,100,7.52,FI,1696280313
371,dompu,-8.5356,118.4622,74.73,93,64,1.43,ID,1696280313
372,greymouth,-42.4667,171.2,47.08,64,0,9.33,NZ,1696280314
373,axim,4.8699,-2.2405,77.45,90,66,9.13,GH,1696280315
374,peace river,56.2501,-117.286,57.51,58,75,12.66,CA,1696280315
375,miyaly,48.8844,53.7836,63.19,46,87,16.96,KZ,1696280316
376,manacapuru,-3.2997,-60.6206,95.43,34,98,2.44,BR,1696280316
377,gorontalo,0.5412,123.0595,74.89,77,89,1.57,ID,1696280317
378,sines,37.9562,-8.8698,67.28,88,13,1.01,PT,1696280317
379,middelburg,-25.7751,29.4648,59.92,53,0,6.49,ZA,1696280318
380,medina sidonia,36.457,-5.9272,78.75,55,86,11.45,ES,1696280318
381,arraial do cabo,-22.9661,-42.0278,71.56,88,75,4.61,BR,1696280319
382,santiago del torno,-17.9833,-63.3833,93.38,35,33,11.92,BO,1696280319
383,udachny,66.4167,112.4,18.91,95,14,5.53,RU,1696280320
384,pryamitsyno,51.6561,35.9314,45.14,79,21,8.12,RU,1696280320
385,bukene,-4.2333,32.8833,78.87,18,47,13.71,TZ,1696280323
386,san matias,-16.3667,-58.4,101.52,25,94,9.46,BO,1696280323
387,khovd,48.0056,91.6419,41.02,69,7,0.89,MN,1696280324
388,paradip garh,20.3167,86.6167,80.28,86,99,5.39,IN,1696280325
389,stribro,49.7529,13.0041,62.22,72,68,2.3,CZ,1696280325
390,haffouz,35.6324,9.6762,70.83,63,0,5.1,TN,1696280326
391,dadukou,26.5479,101.7054,72.05,83,61,2.19,CN,1696280326
392,tosontsengel,48.7567,98.2839,28.24,89,10,2.89,MN,1696280327
393,morrope,-6.5417,-80.0111,75.31,61,37,18.41,PE,1696280327
394,lompoc,34.6391,-120.4579,81.01,73,20,17.0,US,1696280328
395,colonia,50.9333,6.95,69.42,71,0,5.75,DE,1696280075
396,nabire,-3.3667,135.4833,75.6,91,100,1.05,ID,1696280329
397,imperatriz,-5.5264,-47.4917,100.45,34,40,5.75,BR,1696280287
398,ataq,14.5377,46.8319,72.68,74,0,8.01,YE,1696280330
399,palmer,42.1584,-72.3287,74.8,51,20,8.05,US,1696280331
400,imphal,24.8167,93.95,68.81,97,53,1.9,IN,1696280332
401,taoudenni,22.6783,-3.9836,99.39,12,84,14.76,ML,1696280333
402,st. john's,47.5649,-52.7093,57.15,87,20,3.44,CA,1696280233
403,ambon,-3.6954,128.1814,77.88,95,75,3.44,ID,1696280334
404,motueka,-41.1333,173.0167,50.23,44,3,5.37,NZ,1696280335
405,mancora,-4.1078,-81.0475,81.52,56,10,16.2,PE,1696280335
406,kalifornsky,60.4183,-151.29,46.4,82,0,4.61,US,1696280336
407,uturoa,-16.7333,-151.4333,78.28,83,1,15.46,PF,1696280336
408,tokar,18.4254,37.729,84.81,72,0,8.55,SD,1696280337
409,cannonvale,-20.2833,148.7,72.79,81,28,10.54,AU,1696280337
410,biltine,14.5333,20.9167,89.58,28,11,2.95,TD,1696280338
411,ust-nera,64.5667,143.2,29.21,81,32,1.99,RU,1696280338
412,nizhnevartovsk,60.9344,76.5531,46.42,87,0,8.99,RU,1696280339
413,yartsevo,55.0667,32.6964,46.74,84,33,2.64,RU,1696280339
414,tchollire,8.4022,14.1698,72.01,97,98,1.97,CM,1696280341
415,lydenburg,-25.0978,30.4597,49.51,87,0,1.97,ZA,1696280342
416,dhidhdhoo,6.8833,73.1,80.44,82,100,14.7,MV,1696280343
417,tottori,35.5,134.2333,62.2,68,97,4.74,JP,1696280343
418,saint-philippe,-21.3585,55.7679,71.19,83,45,5.08,RE,1696280344
419,margate,51.3813,1.3862,66.31,94,100,1.99,GB,1696280136
420,batang,-6.4846,110.7083,76.32,75,100,7.87,ID,1696280346
421,catriel,-37.8791,-67.7956,70.3,20,0,15.95,AR,1696280347
422,usmajac,19.8667,-103.5667,80.8,61,100,2.15,MX,1696280347
423,mahanje,-9.9333,35.3333,67.51,46,74,2.98,TZ,1696280348
424,kovdor,67.5662,30.4758,33.94,79,100,4.43,RU,1696280348
425,vadso,70.0744,29.7487,36.48,87,75,3.44,NO,1696280349
426,ajdabiya,30.7554,20.2263,75.16,60,14,10.45,LY,1696280350
427,fale old settlement,-9.3852,-171.2468,82.67,75,37,9.55,TK,1696280351
428,sarmiento,-45.5882,-69.07,55.71,35,8,10.11,AR,1696280351
429,keflavik,64.0049,-22.5624,44.51,75,75,19.57,IS,1696280352
430,tongzhou,39.9053,116.5994,51.91,93,0,2.24,CN,1696280353
431,port hedland,-20.3167,118.5667,68.05,94,51,3.44,AU,1696280353
432,strzelno,52.6279,18.1725,63.9,73,100,7.14,PL,1696280336
433,mirny,62.5353,113.9611,24.24,79,87,7.0,RU,1696280354
434,novo aripuana,-5.1206,-60.3797,104.36,18,100,3.65,BR,1696280355
435,kargopol',61.5071,38.9456,44.06,81,51,3.0,RU,1696280355
436,camacupa,-12.0167,17.4833,73.42,49,79,2.15,AO,1696280356
437,wuchuan,21.4571,110.7659,77.56,93,96,6.64,CN,1696280356
438,guarambare,-25.4833,-57.4667,89.02,29,3,7.56,PY,1696280358
439,sao joao da barra,-21.6403,-41.0511,75.29,93,89,7.61,BR,1696280358
440,winkler,49.1817,-97.941,62.78,100,100,4.61,CA,1696279884
441,kiama,-34.6833,150.8667,68.25,77,26,10.0,AU,1696280360
442,robertsport,6.7533,-11.3686,79.09,86,62,9.4,LR,1696280360
443,san rafael,-34.6177,-68.3301,70.07,22,72,20.09,AR,1696280361
444,arauco,-37.2463,-73.3175,52.16,85,60,3.36,CL,1696280361
445,oyon,-10.6681,-76.7731,55.22,74,85,4.92,PE,1696280362
446,yantarnyy,54.8717,19.9381,63.95,83,100,16.06,RU,1696280362
447,pontianak,-0.0333,109.3333,76.98,83,100,3.44,ID,1696280363
448,walvis bay,-22.9575,14.5053,58.15,88,0,8.05,NA,1696280024
449,island harbour,50.724,-1.2758,65.16,92,100,5.99,GB,1696280364
450,broome,42.2506,-75.833,77.54,70,0,7.0,US,1696280365
451,kittila,67.6647,24.8936,35.62,100,100,3.44,FI,1696280366
452,inirida,3.8653,-67.9239,85.77,69,100,2.06,CO,1696280366
453,pasuquin,18.3328,120.6177,78.75,100,75,3.44,PH,1696280329
454,mesquite,32.7668,-96.5992,92.37,42,47,4.0,US,1696280369
455,tazacorte,28.629,-17.9293,76.17,83,20,10.36,ES,1696280370
456,ak'ordat,15.5486,37.8867,86.95,25,0,7.52,ER,1696280370
457,bor,56.3567,44.0669,57.11,70,100,5.21,RU,1696280371
458,thabazimbi,-24.5917,27.4116,62.31,52,0,6.17,ZA,1696280372
459,labrador city,52.9463,-66.9114,48.11,49,100,13.8,CA,1696280372
460,hagere selam,6.4833,38.5167,49.75,98,99,5.21,ET,1696280373
461,chernyshevskiy,63.0128,112.4714,25.07,89,75,5.99,RU,1696280374
462,broken hill,-31.95,141.4333,70.3,58,98,15.32,AU,1696280374
463,genthin,52.4,12.1667,62.26,66,100,5.77,DE,1696280375
464,rocha,-34.4833,-54.3333,57.67,84,71,6.08,UY,1696280376
465,aleksandrov gay,50.147,48.5704,61.38,47,99,5.84,RU,1696280376
466,dundee,56.5,-2.9667,53.24,89,100,6.93,GB,1696280377
467,gornozavodsk,58.3758,58.3211,46.45,96,100,4.05,RU,1696280377
468,hilo,19.7297,-155.09,80.62,77,20,3.0,US,1696280347
469,richards bay,-28.783,32.0377,64.65,59,0,15.48,ZA,1696280378
470,fort st. john,56.2499,-120.8529,57.09,51,75,16.11,CA,1696280379
471,almodovar,37.4959,-8.0937,73.47,61,98,4.79,PT,1696280379
472,benguela,-12.5763,13.4055,72.88,79,6,1.77,AO,1696280380
473,amungan,15.3652,119.9582,80.47,86,100,3.8,PH,1696280380
474,rethymno,35.3647,24.4714,71.22,69,0,17.72,GR,1696280381
475,ulanhot,46.0833,122.0833,52.59,60,100,4.14,CN,1696280381
476,berdigestyakh,62.0989,126.6992,39.29,77,100,1.01,RU,1696280382
477,al mijlad,11.0333,27.7333,77.77,74,99,18.5,SD,1696280383
478,belyayevka,51.3974,56.4096,58.57,44,100,7.81,RU,1696280383
479,kone,-21.0595,164.8658,72.5,67,96,7.49,NC,1696280384
480,karaton,-6.3424,106.1045,71.24,86,62,1.86,ID,1696280385
481,toliara,-23.35,43.6667,67.73,62,0,18.34,MG,1696280385
482,westport,41.1415,-73.3579,77.29,62,18,4.0,US,1696280386
483,sakaiminato,35.55,133.2333,57.18,100,20,4.61,JP,1696280387
484,okha,53.5739,142.9478,46.36,92,100,22.28,RU,1696280387
485,funafuti,-8.5243,179.1942,86.0,89,75,6.91,TV,1696280388
486,taranagar,28.6709,75.0351,81.7,22,2,5.37,IN,1696280389
487,nosy varika,-20.5833,48.5333,70.9,94,68,13.44,MG,1696280389
488,sotnikovskoye,45.0039,43.7772,62.31,65,100,6.46,RU,1696280389
489,paoua,7.2427,16.4406,71.83,92,99,1.81,CF,1696280390
490,otjiwarongo,-20.4637,16.6477,75.81,19,88,4.23,NA,1696280392
491,bol'sherech'ye,56.0925,74.6272,44.46,80,7,8.34,RU,1696280393
492,beli,7.8587,10.9719,74.59,94,100,3.15,NG,1696280393
493,trinity beach,-16.7888,145.6968,73.29,88,40,6.91,AU,1696280394
494,zhangjiakou,40.81,114.8794,53.44,62,1,0.69,CN,1696280395
495,massenya,11.4039,16.1705,83.16,58,95,9.17,TD,1696280395
496,mizan teferi,6.9833,35.5833,62.98,95,100,2.8,ET,1696280396
497,calvi,42.5,8.8333,59.63,82,0,5.75,FR,1696280397
498,recani,31.2846,-4.2688,81.77,23,100,7.23,MA,1696280397
499,ingeniero jacobacci,-41.3427,-69.5448,52.79,42,85,8.52,AR,1696280398
500,ngaoundere,7.3167,13.5833,67.53,91,100,1.1,CM,1696280398
501,hagere maryam,5.6333,38.2333,59.59,89,75,3.04,ET,1696280399
502,kaset sombun,16.2805,101.9542,75.2,92,100,2.26,TH,1696280399
503,greenland,43.0362,-70.8328,73.04,58,40,5.75,US,1696280400
504,taro,-8.3862,115.28,68.0,95,80,0.45,ID,1696280400
505,inhambane,-23.865,35.3833,68.79,55,41,6.8,MZ,1696280402
506,pinotepa nacional,16.3167,-98.0167,87.08,66,86,7.74,MX,1696280408
507,beruniy,41.6911,60.7525,53.56,58,0,4.61,UZ,1696280412
508,vetluzhskiy,58.3902,45.4654,49.03,91,100,4.0,RU,1696280413
509,yei,4.095,30.6779,67.82,95,88,2.59,SS,1696280414
510,puerto lempira,15.2667,-83.7667,89.74,62,40,9.22,HN,1696280415
511,sittwe,20.15,92.9,79.07,88,97,9.31,MM,1696280416
512,berrotaran,-32.451,-64.3887,79.88,26,42,14.88,AR,1696280417
513,kayyerkan,69.3786,87.7439,29.3,100,100,18.25,RU,1696280417
514,port alberni,49.2413,-124.8028,56.93,93,100,3.0,CA,1696280418
515,smithers,54.7804,-127.1743,52.12,82,75,6.91,CA,1696280420
516,brisas de zicatela,15.8369,-97.0419,88.32,58,100,5.75,MX,1696280422
517,san andres ixtlan,19.8167,-103.4667,78.78,67,100,4.45,MX,1696280424
518,taltal,-25.4,-70.4833,58.24,86,59,10.56,CL,1696280425
519,kodinar,20.7903,70.7031,73.53,85,4,3.29,IN,1696280426
520,sao gabriel da cachoeira,-0.1303,-67.0892,86.07,68,100,1.72,BR,1696280422
521,tagiura,32.8817,13.3506,75.76,66,0,12.93,LY,1696280427
522,san felipe,10.3399,-68.7425,91.69,46,92,4.88,VE,1696280365
523,beberibe,-4.1797,-38.1306,79.93,79,75,13.18,BR,1696280429
524,san juan de miraflores,-12.1629,-76.9635,68.52,73,59,8.12,PE,1696280429
525,erenhot,43.6475,111.9767,52.63,49,8,11.54,CN,1696280430
526,santa terezinha,-29.9002,-50.0904,57.36,78,43,3.2,BR,1696280430
527,rabo de peixe,37.8,-25.5833,67.51,99,20,12.66,PT,1696280431
528,vernon,50.2581,-119.2691,60.6,62,100,2.3,CA,1696280432
529,eyl,7.9803,49.8164,80.6,76,18,18.07,SO,1696280433
530,pointe aux piments,-20.0628,57.5131,73.53,76,1,5.7,MU,1696280433
531,kristiansund,63.1115,7.732,50.65,81,100,8.05,NO,1696280434
532,saudarkrokur,65.7461,-19.6394,37.89,92,100,9.13,IS,1696280245
533,castillos,-34.1667,-53.8333,59.67,80,57,7.94,UY,1696280435
534,san patricio,28.017,-97.5169,85.87,65,96,13.53,US,1696280437
535,realico,-35.0366,-64.2447,81.09,24,64,15.68,AR,1696280438
536,podporozh'ye,60.9112,34.1706,44.62,96,88,3.47,RU,1696280438
537,sao tome,0.3365,6.7273,79.14,86,100,16.11,ST,1696280439
538,punta de bombon,-17.1717,-71.7931,66.79,79,41,6.91,PE,1696280440
539,sola,-13.8833,167.55,78.04,84,100,24.81,VU,1696280441
540,bikenibeu village,1.3673,173.1241,83.8,75,14,7.65,KI,1696280441
541,collinsville,38.6703,-89.9846,89.62,40,0,8.05,US,1696280217
542,kapoeta,4.7717,33.5903,79.32,60,100,4.45,SS,1696280443
543,bychawa,51.0161,22.533,60.66,64,100,7.96,PL,1696280443
544,livingston,55.9029,-3.5226,53.47,82,0,10.36,GB,1696280444
545,port-cartier,50.0334,-66.8654,62.82,47,98,2.24,CA,1696280444
546,guerrero negro,27.9769,-114.0611,68.27,64,0,16.26,MX,1696280445
547,conceicao do araguaia,-8.2578,-49.2647,98.51,19,5,4.63,BR,1696280445
548,barah,13.7,30.3667,94.69,27,100,8.68,SD,1696280427
549,kargasok,59.0556,80.8572,44.96,93,7,10.0,RU,1696280447
550,shabqadar,34.2139,71.5552,73.62,33,0,1.48,PK,1696280448
551,tayshet,55.9342,98.0044,32.76,98,100,4.72,RU,1696280448
552,acarau,-2.8856,-40.12,80.2,85,95,22.17,BR,1696280449
553,ishinomaki,38.4167,141.3,56.97,76,0,5.64,JP,1696280449
554,tamanrasset,22.785,5.5228,73.31,35,40,9.22,DZ,1696280450
555,nouadhibou,20.931,-17.0347,75.18,64,0,12.66,MR,1696280451
556,aguilas,37.4063,-1.5829,76.03,65,26,2.86,ES,1696280451
557,cidreira,-30.1811,-50.2056,57.27,73,15,4.21,BR,1696280452
558,mount gambier,-37.8333,140.7667,53.96,82,87,5.95,AU,1696280452
559,lerwick,60.1545,-1.1494,53.6,86,3,17.78,GB,1696280453
560,tianpeng,30.9866,103.9393,70.63,86,100,1.21,CN,1696280454
561,tocopilla,-22.092,-70.1979,61.59,84,26,13.6,CL,1696280455
562,puerto madero,14.7208,-92.4215,91.6,66,40,11.5,MX,1696280456
563,newnham,-41.3833,147.1333,51.85,100,75,6.91,AU,1696280457
564,nungua,5.6011,-0.0771,81.01,89,100,12.66,GH,1696280457
565,saint-leu,-21.15,55.2833,70.66,88,0,3.62,RE,1696280458
566,ha'il,27.5219,41.6907,86.02,23,20,9.22,SA,1696280459
567,as sulayyil,20.4607,45.5779,84.45,13,0,5.32,SA,1696280460
568,jardim,-21.4803,-56.1381,98.69,28,71,9.71,BR,1696280461
569,saint-paul,-21.0096,55.2707,71.71,88,5,1.01,RE,1696280219
570,geraldton,-28.7667,114.6,57.61,72,100,3.44,AU,1696280462
571,kayangel,8.0823,134.7173,82.98,75,16,8.1,PW,1696280463
572,kerugoya,-0.4989,37.2803,66.69,57,98,4.63,KE,1696280464
573,karukh,34.4811,62.5863,63.72,22,34,3.94,AF,1696280465
574,maceio,-9.6658,-35.7353,76.44,83,0,9.22,BR,1696280413
